Gaia source ID,True distance [pc],True RA [deg],True Dec [deg],Stellar mass [M_\odot],G-band mag,True planet mass [M_J],True period [days],True inclination [deg],True eccentricity,True omega [deg],True Omega [deg],True T_peri [days],Best-fit planet mass [M_J],Best-fit period [days],Best-fit inclination [deg],Best-fit eccentricity,Best-fit omega [deg],Best-fit Omega [deg],Best-fit T_peri [days],MCMC distance 16th [pc],MCMC distance 50th [pc],MCMC distance 84th [pc],MCMC period 16th [days],MCMC period 50th [days],MCMC period 84th [days],MCMC planet mass 16th [M_J],MCMC planet mass 50th [M_J],MCMC planet mass 84th [M_J],MCMC eccentricity 16th,MCMC eccentricity 50th,MCMC eccentricity 84th,MCMC inclination 16th [deg],MCMC inclination 50th [deg],MCMC inclination 84th [deg],\Delta \chi^2
6465929232401247488,63.50277,323.56429544420706,-50.81044032140662,0.58942,11.94613,12.61235,1380.89023,79.30692,0.0374,303.20507,278.54216,157.43479,12.33859,1369.21525,79.16889,0.06419,156.55502,97.02023,281.69628,63.40983,63.45312,63.49715,1358.42582,1372.54334,1386.51019,12.06601,12.32355,12.5871,0.02266,0.05734,0.09825,78.10613,79.19302,80.26988,3471.77457
245236555228776064,147.08873,56.115006891399446,46.29343694283607,0.64853,14.03318,9.27989,617.02819,106.45859,0.04631,72.44066,112.46855,44.074,9.59472,633.6137,124.94461,0.59048,20.39956,110.17459,605.17071,146.55512,146.86949,147.19079,619.45176,632.04874,644.15771,9.19666,13.92421,59.44341,0.3471,0.90884,0.99648,99.57504,115.24728,131.69591,71.88688
3047901555677599488,110.7901,107.81100707580347,-10.241507606953562,0.83812,11.10379,11.13716,1333.71963,119.76669,0.17799,162.61921,167.36147,148.29319,12.01103,1323.98738,111.2309,0.36018,201.69993,172.77331,286.52492,110.40416,110.58955,110.77628,1291.47761,1328.90661,1371.49493,10.96497,12.17414,14.28575,0.2109,0.37406,0.59611,107.48929,111.54969,116.13991,484.1383
5838832086999309440,89.53641,194.53127050187163,-73.1125820285787,0.54018,13.68317,10.55786,719.89563,161.48437,0.09367,190.46617,155.83393,60.0982,10.48984,712.29378,159.01873,0.08348,43.21452,0.04219,75.87612,89.39082,89.46395,89.53925,708.09421,712.25277,716.28967,10.25716,10.66272,11.08598,0.03246,0.08272,0.14038,149.2766,155.13439,161.90438,1081.04918
2555234206561963520,86.97901,8.52317999127096,4.994864236699282,0.44695,13.85854,10.77156,324.39607,71.30871,0.28213,174.62506,331.16835,1.59943,9.52976,325.83603,80.29684,0.20382,348.38291,155.06093,5.6143,86.77926,86.93402,87.09846,324.73154,326.93168,329.19343,9.35593,12.56318,38.30123,0.17421,0.77553,0.99513,70.01238,79.69841,87.34438,100.2491
3267310750259712256,73.35234,47.247640158489126,1.7536811531911187,0.43751,13.57361,8.9299,2115.1928,53.20654,0.38306,226.68163,356.68392,118.97841,9.07212,1902.60121,55.57583,0.35435,59.76374,177.56216,181.19827,73.22022,73.28891,73.35993,1837.31376,1960.10724,2161.14311,8.85999,9.11189,9.38307,0.31492,0.38156,0.457,52.48725,55.50102,58.2491,2014.24033
5737943717521583232,163.35868,139.4500313762063,-13.385618596343287,0.80062,11.96498,12.97197,1565.66237,74.57373,0.03146,72.09393,358.10459,174.02224,12.71201,1624.5599,77.63713,0.04923,48.36943,179.6482,902.09748,163.04716,163.43914,163.82309,1588.45538,1716.32432,2025.05185,11.99214,12.8885,13.93242,0.03904,0.13117,0.28515,72.70733,77.78003,82.83424,579.38388
4393388331312122240,94.01773,258.6319543618341,5.696714689905402,0.35923,14.85137,12.17905,2289.48671,44.87534,0.00195,350.26305,359.12448,63.45021,12.62588,1775.62476,54.89057,0.30292,316.63864,163.12647,680.10114,93.801,94.01626,94.22794,1896.09073,2134.5506,2439.17946,12.15881,12.88478,14.525,0.02346,0.08492,0.21312,45.08187,50.64568,55.95344,1348.43962
4455491325028804992,91.60411,236.6666156101281,9.311514988794238,0.36065,14.7809,9.11622,1565.04093,57.60959,0.11652,242.27485,168.93435,184.12052,9.82535,1545.14634,58.58047,0.16791,255.43436,170.26144,245.46582,91.48,91.63958,91.80151,1522.24279,1549.62673,1583.03233,9.42545,9.8523,10.28175,0.10991,0.17696,0.2476,54.4949,58.68847,62.54633,862.01321
5476556268499012480,116.5162,94.63823638898408,-65.10825446192878,0.80341,11.49041,12.40544,1150.2093,125.59975,0.36792,217.64802,237.61438,15.94381,12.01741,1158.70928,126.08885,0.33036,45.18084,61.11426,36.23071,116.23534,116.36535,116.49774,1140.22204,1162.62182,1186.59662,11.21915,12.06029,12.97793,0.2195,0.32498,0.43409,120.83302,125.28724,130.43587,618.34408
6449464148856419968,134.31515,313.5761456111147,-65.19870863848587,1.23101,9.1733,12.22061,2032.42898,11.62211,0.03748,289.51203,14.02834,264.96387,12.6136,1862.32796,45.83765,0.15813,351.1624,76.6273,891.23327,134.06515,134.25497,134.44744,1881.12926,2005.26271,2145.94785,12.23307,12.66959,13.17113,0.02685,0.0842,0.16196,33.47692,42.32194,49.60592,1704.49929
1966336122330566784,198.31261,322.80818886830616,40.966062160727795,0.95222,10.71674,5.66022,859.52527,61.15377,0.05615,286.60252,45.97303,50.27354,12.09947,847.09898,81.89623,0.75144,96.05551,50.06239,448.06319,197.8427,198.18997,198.56062,810.36292,850.43321,888.13192,7.91026,14.61775,57.43487,0.3923,0.87443,0.99283,70.97759,83.20183,89.38479,53.41322
991132732266407424,56.16492,100.85580768242971,49.79061663996132,0.34873,13.83767,1.96733,979.32384,78.80987,0.28266,130.22896,342.42807,108.58532,2.33521,952.52561,94.27587,0.34879,319.69887,168.65684,142.25995,56.07385,56.11618,56.159,925.37432,955.24474,989.49664,2.11999,2.37168,2.73257,0.14926,0.34495,0.58085,87.37241,93.9321,100.7886,199.38768
3738906749295009408,80.2534,202.93717263476626,11.919560750623553,0.71391,11.28311,5.19774,1681.41165,44.65595,0.0739,108.26734,120.23654,224.6114,5.54267,1490.74036,32.68314,0.31648,350.13916,109.85936,1111.14074,80.10765,80.22076,80.33236,1454.57656,1528.21935,1706.22983,5.22611,5.78967,6.50976,0.14521,0.34406,0.58616,28.36918,38.37712,47.12184,395.81226
940203839001609728,139.67355,102.31402686076122,34.84719616391459,0.56541,13.86027,10.79638,605.84015,107.22205,0.21994,115.02313,57.43347,37.95193,11.5051,616.54084,117.96896,0.34577,218.54389,69.72686,190.72026,139.60032,139.99956,140.38823,602.10186,613.36483,623.86147,10.54584,12.08174,14.15524,0.09417,0.27775,0.61931,106.69619,114.63312,123.1175,126.41064
6544311900220450432,146.11536,342.21439497414497,-43.14375053845288,0.69213,13.26769,6.90164,828.47753,106.91297,0.04223,255.84608,56.11279,30.37783,6.2855,789.4412,121.61377,0.2035,339.37972,63.79098,186.23352,145.9251,146.21531,146.51397,757.0227,785.48915,818.78001,5.84996,7.53214,16.05513,0.14893,0.51363,0.95568,106.78645,117.80992,130.58697,79.84852
766173099900253184,262.09818,174.3740977718539,38.54461875447873,0.79706,12.81304,12.36443,661.31642,57.21558,0.57146,84.38168,184.94959,90.77914,11.81281,702.34956,44.14146,0.2512,325.17569,166.16825,532.66131,261.76532,262.7646,263.79863,679.92463,705.77555,730.96079,11.88839,15.79385,46.46746,0.18791,0.66712,0.97699,41.39337,57.47328,75.2646,80.17546
3742985009721334784,118.12903,199.30609837436373,13.61263662729003,0.55413,13.592,9.17851,1425.99341,121.85622,0.09002,75.53128,250.85354,45.41766,10.05165,1345.1485,122.15131,0.10051,158.74186,72.30775,1012.3244,117.7476,117.98127,118.2029,1310.05668,1356.03634,1419.12337,9.41244,10.15561,10.92407,0.04624,0.12823,0.24459,116.90801,121.60877,126.66819,438.46267
377006014427753600,74.04934,15.550308733498845,45.235225754097094,0.62831,11.95349,10.91636,267.63248,78.53449,0.12587,356.12372,176.0619,16.07801,9.92148,266.04763,69.0981,0.16251,321.28799,174.03552,258.291,73.97897,74.0429,74.10655,264.04902,265.74814,267.46846,9.13654,9.98999,10.90359,0.05273,0.17634,0.34123,61.93678,68.46485,74.35692,230.55806
5067691805870056576,31.3624,35.35283781651606,-30.933149620558428,0.7655,8.5586,4.46414,1923.47477,118.79159,0.11035,91.07187,291.7766,183.52689,4.38705,1917.84352,117.20219,0.10656,271.12449,112.42508,179.08699,31.33934,31.35057,31.36193,1850.96677,1961.99081,2161.58541,4.25963,4.45729,4.71855,0.06267,0.12587,0.20586,114.83848,116.79621,118.68725,2297.91074
3619856578041834368,86.05174,206.18428710641953,-7.889506789532297,0.49592,13.40326,6.91525,1309.79531,150.68844,0.06501,293.86891,216.06754,13.13632,6.81554,1303.81746,168.19029,0.23035,198.88467,171.9193,1138.84517,86.05416,86.16405,86.276,1278.76017,1305.78812,1336.4317,6.73871,7.07554,7.43896,0.1326,0.21817,0.30437,148.26977,155.001,162.3054,830.24386
1271747311067108096,65.19985,230.92635965765376,27.887894561908208,0.30694,14.59881,6.52064,1465.99899,51.88952,0.19467,84.90846,97.77856,172.42463,6.46352,1461.0676,54.72893,0.15164,104.05291,92.91157,232.36343,65.01939,65.08615,65.15465,1445.90656,1463.73937,1482.9963,6.28793,6.45367,6.62971,0.0955,0.1449,0.19443,52.37757,54.88946,57.23552,3300.31952
2025102544983204608,310.76954,294.5365033068295,27.04969949603565,1.35688,10.68056,12.69276,1326.00987,71.04664,0.14909,72.20332,282.2177,170.81133,12.49215,1391.98207,82.9553,0.31826,25.93155,83.21803,690.29342,310.53852,311.53158,312.53595,1351.77572,1431.36096,1829.30471,11.2836,13.01153,15.57619,0.10177,0.32224,0.62604,71.10947,80.74983,89.76731,91.29762
1431455017130395520,139.93437,247.90369118534844,57.76369261442187,1.11357,9.79522,8.85041,855.89504,59.99492,0.26813,351.36939,184.75861,58.77691,9.65662,843.32149,68.35753,0.32234,113.50836,4.11011,773.43817,139.81286,140.01185,140.22087,818.29966,847.4638,881.26265,8.79286,10.523,14.8196,0.11706,0.39773,0.79039,62.37194,71.6446,79.20971,106.7735
3962351009824511232,172.82335,189.07396881842988,27.0206813521693,0.82275,11.97771,10.97064,1126.59868,96.15093,0.25822,201.66609,177.33566,33.38346,10.45907,1102.36544,91.31137,0.15625,96.44917,175.84275,809.72497,172.3836,172.91019,173.4361,1030.8354,1080.41155,1127.39913,10.01268,12.63415,23.75081,0.1483,0.55115,0.96448,83.82042,90.70087,97.80178,132.41825
5526488557549661312,84.15262,127.93951143392768,-43.18532507644565,0.63822,12.14842,5.84546,473.1135,18.92787,0.43443,323.22347,252.01724,63.2932,6.15661,479.73502,35.16137,0.36929,173.46395,55.75895,77.66943,84.07727,84.14895,84.21682,473.83572,479.7471,485.9804,5.828,6.62189,7.64348,0.25897,0.43156,0.63249,31.03229,42.22044,51.70794,211.48912
2085782323930182784,113.92835,301.33247825969715,47.54005544070534,1.04617,9.80286,10.11734,1796.83333,79.85994,0.44134,343.52117,231.85665,109.96724,11.21045,1612.78888,93.61527,0.40657,173.39286,47.38779,127.1979,113.87416,113.9849,114.09718,1568.01938,1711.68022,1985.00964,10.48253,11.20961,12.04629,0.3458,0.49181,0.67877,90.41813,94.07965,98.05105,499.44508
5308413727717433856,76.47748,146.80561351969288,-54.48606673778064,0.71361,11.6941,5.88237,1610.38129,155.27012,0.12965,313.98411,91.00795,205.97783,5.94826,1534.21008,153.22628,0.21172,1.57139,129.12694,253.57954,76.41842,76.47382,76.52821,1500.98749,1573.85372,1696.63012,5.77981,6.10317,6.45732,0.13238,0.22174,0.31062,140.66208,147.66754,155.54421,913.9986
1762170277768956416,87.49379,310.7496064587244,14.310602005799723,0.33358,14.95488,10.65716,866.82057,104.90717,0.53345,307.53053,83.30943,30.29102,11.75283,877.82114,102.58239,0.70149,302.89763,88.31716,17.07065,87.28572,87.43205,87.58476,865.46559,875.61394,885.38725,10.59539,17.10723,41.73241,0.6382,0.89096,0.98353,95.42909,100.60595,105.7574,245.33926
1085124866020246912,110.57155,120.32007511956256,61.74900170351197,1.07976,9.28338,6.2688,1423.89225,176.3875,0.33061,134.69655,185.79014,124.44602,7.62196,1462.29162,152.03868,0.56561,90.91396,147.40812,136.62876,110.45462,110.60529,110.75551,1414.60614,1519.50294,1732.10626,7.49308,8.9977,13.42117,0.5383,0.6945,0.87863,121.49827,136.0654,148.69116,372.45758
5419483471759730688,271.53934,147.3061382657419,-40.71180626378307,0.75458,13.61151,11.88805,1357.0946,82.81651,0.06182,55.61977,147.36303,177.97859,12.30567,1370.95975,83.69045,0.37205,228.59764,147.61474,794.24611,271.17091,271.97714,272.80097,1330.78407,1382.29831,1454.00229,10.62102,11.93386,13.36112,0.07963,0.24896,0.48267,77.03857,83.08464,88.83029,159.66555
6522873111403179264,169.95911,353.86424786692,-50.20473796372281,0.94071,11.26384,5.52441,888.78926,147.73912,0.19286,96.78925,339.07397,28.20629,6.47925,919.56019,145.61888,0.25435,45.14706,116.84108,496.57706,169.47171,169.79853,170.13415,895.04963,920.61984,949.50817,6.24351,7.33398,10.86553,0.1074,0.34284,0.83059,118.79151,132.70547,146.2681,96.95406
5806602343168554880,140.88299,242.61486302337568,-72.46387295826618,0.67329,12.9747,4.46135,972.22062,119.79954,0.22098,328.00814,287.48731,37.77878,5.44044,1017.2697,106.9734,0.54686,163.38919,100.23092,78.86619,140.5996,140.81402,141.02181,992.58366,1030.886,1084.21484,5.59047,14.08041,100.52401,0.60539,0.98612,0.99975,91.92374,100.93811,116.65032,95.03523
5407312805760379136,270.35467,154.05615684605132,-48.372058233483415,0.78752,13.51931,10.81772,991.55321,17.10606,0.01969,53.14222,338.33367,91.25313,10.53794,970.34335,47.3833,0.16086,316.91585,55.55417,23.64112,270.70942,271.43518,272.15601,952.10161,985.57666,1020.94038,9.39757,10.9018,12.76033,0.06973,0.21177,0.45858,38.21256,50.06709,59.68103,87.25226
1790373786107511936,118.55213,321.8115351138542,20.843681938316237,0.59887,13.22228,11.19134,1143.53568,135.57535,0.17647,132.91954,347.0334,21.9331,11.66064,1144.79456,131.80997,0.09696,15.62016,165.42088,233.69367,118.33357,118.48836,118.64595,1129.68444,1145.52175,1162.98005,11.25079,11.70691,12.16465,0.0346,0.08718,0.1512,127.44533,131.20903,135.50909,1020.05521
1104272551781504896,60.71081,98.37372854892413,66.37308913980019,0.81912,9.94855,9.00967,2265.24181,150.0145,0.0183,49.17217,261.20582,330.51503,8.93878,2077.38913,147.25619,0.11361,337.93623,71.63,995.65244,60.6233,60.67394,60.72595,2075.74381,2227.04174,2400.04132,8.74421,9.20403,10.12497,0.02115,0.06635,0.13188,141.91535,148.12887,155.23423,3633.26721
3975611467948506880,137.3682,175.86419780268457,18.857825446428464,0.99452,10.68731,10.5103,988.36161,84.77692,0.10586,105.22381,128.61883,134.72375,9.21185,1037.49765,82.09534,0.24122,235.55566,121.87857,513.43452,137.16564,137.48077,137.80981,957.68756,1030.15827,1087.96452,9.12224,13.37392,41.79563,0.22241,0.80087,0.98577,77.27426,85.50421,91.03623,70.72705
1375593195011145472,220.35393,232.62337069918385,36.910494747988345,0.86195,12.41062,7.88334,928.99114,164.17006,0.16675,180.1057,192.50676,129.82178,10.825,905.65129,119.77378,0.22112,171.13459,168.70652,167.17987,219.73456,220.28277,220.83181,873.01086,906.89364,945.77704,10.29357,13.01661,35.13625,0.15636,0.59015,0.98184,104.87657,116.58225,129.67823,117.57495
4780254654343423104,101.44047,63.87639844267301,-52.75412016412204,0.42094,14.42869,7.52406,1579.96162,40.94928,0.01127,300.85408,70.0329,123.75487,7.87938,1608.89696,43.91746,0.09189,16.89252,59.98326,434.67935,101.27495,101.38099,101.48944,1573.81041,1656.25184,1783.28894,7.64282,8.1265,8.71074,0.03815,0.10078,0.17698,40.98239,46.8874,52.20543,736.00872
4882268378256200704,129.39463,60.882771181871924,-34.21890683451097,0.58057,14.07606,5.80801,713.02236,24.7404,0.03876,245.45718,229.62146,9.3328,7.87702,715.6149,42.11758,0.1746,132.48254,93.39684,220.57636,129.11509,129.40505,129.67448,706.44083,715.82136,725.13379,7.30514,8.05735,8.98912,0.06093,0.19748,0.40416,33.28343,43.28508,51.63043,192.70399
466136343989053824,97.07489,45.23755809934109,60.78254805718836,0.54521,13.24157,11.40737,818.6215,97.06639,0.17439,24.82393,153.30161,102.69514,11.61952,820.18292,97.23448,0.0814,1.43313,151.72588,61.39739,96.87967,96.97863,97.07402,812.71184,820.04484,827.55406,11.23027,11.64003,12.04122,0.02418,0.07573,0.14445,95.36631,97.19095,99.05604,1014.52455
1115609268280806272,310.9971,100.22091112665859,75.63054186758808,0.91887,12.3347,10.52581,1412.88122,58.88893,0.00961,136.07332,261.82195,143.41558,12.22385,1340.92257,59.24081,0.32412,164.3128,98.41302,935.70354,310.79436,311.70127,312.63375,1304.18178,1413.81112,1807.76063,11.65588,13.67793,23.98354,0.10743,0.35456,0.93043,54.15279,65.08322,74.62995,135.47522
974158613492226816,37.05694,110.32261084926786,45.22822210811901,1.45803,5.65542,9.3189,2062.71086,35.9182,0.00957,162.17784,56.88938,43.02525,9.70346,2205.74124,20.14561,0.06649,203.12313,103.40662,578.1906,36.97937,37.00834,37.03664,2174.44544,2472.64001,2995.95036,9.69242,11.4176,14.42501,0.03133,0.09317,0.1772,24.45062,36.09834,46.96173,998.17198
1087880310878525440,201.90947,117.07507401318507,62.32111382859762,0.71644,13.63548,2.69947,1048.26836,140.05441,0.05344,267.53305,14.35484,80.64515,6.29131,1047.13751,117.35006,0.34443,145.77839,91.02994,580.8738,201.92195,202.49741,203.08363,1014.43741,1074.13059,1141.79014,5.7219,7.95292,21.91398,0.21872,0.73875,0.98405,100.25912,113.37045,130.3522,51.10273
2329895959942662528,215.33903,349.20268796752435,-29.72792437759679,1.05933,11.13091,10.61719,991.83005,70.64234,0.08865,5.53783,127.06425,12.5054,11.63753,962.80217,58.64248,0.59762,10.29741,124.78677,41.78263,215.31527,215.85222,216.42767,931.80085,966.52255,1025.07904,11.91427,32.15853,151.35409,0.60331,0.97934,0.99919,55.73462,74.70123,85.81637,55.64573
4565747842800755072,191.53324,252.28999360073885,22.060115980729712,0.53187,15.33656,10.7337,1591.31669,100.08925,0.40001,206.39435,297.96416,125.1609,11.78115,1427.55952,99.30465,0.04548,156.24071,120.44409,612.26109,190.46293,191.23533,192.00425,1396.54415,1433.61356,1474.23159,10.9011,11.86073,12.8571,0.03029,0.09606,0.21151,93.59427,99.02639,104.49436,191.97165
1581213311197606400,61.20933,185.83892730121076,59.380079114056805,0.38536,13.66505,9.39278,2535.64855,128.95318,0.34669,269.72645,34.05269,392.30982,9.08695,2314.2115,129.8159,0.31619,266.05587,29.18339,388.32546,61.13532,61.17292,61.21117,2248.02628,2475.59813,2870.49867,8.96392,9.1722,9.43923,0.29663,0.34368,0.4052,128.2751,130.90987,133.67239,6383.41738
5073602711662645632,173.67487,47.315068774333255,-26.187036752545737,0.6207,13.86831,4.47268,1164.08058,47.80289,0.05097,353.68182,120.25362,137.28838,5.30735,1283.80443,48.51254,0.54224,192.53302,106.55409,844.78635,173.07746,173.43909,173.78839,1164.29018,1329.77039,1703.78305,4.9119,7.61385,32.13831,0.23352,0.7507,0.99557,44.69063,63.74592,79.79654,62.03013
2424615008321620096,203.05707,4.085887054679287,-11.064848180892133,1.00993,10.80155,11.96211,923.53692,142.88903,0.20029,169.58084,205.99801,107.50447,12.06894,923.41895,163.12902,0.11057,320.85465,63.02778,839.98028,203.01166,203.61604,204.2208,899.7038,923.93845,946.03607,12.11887,13.71204,15.56137,0.04408,0.14897,0.31486,129.11949,139.38979,150.82388,127.1724
4815897728939229696,103.74752,68.86610455532565,-41.671420752833804,0.28928,15.80353,10.79628,884.60852,149.63088,0.32756,182.46379,289.49614,87.20437,10.44303,880.18845,157.83362,0.40161,343.98026,121.57131,12.20697,103.57196,103.82183,104.07576,869.49483,879.81233,890.5798,10.10643,10.94485,11.92195,0.26962,0.39446,0.53436,140.86019,148.96442,157.65778,378.53285
5722551443790213888,219.26276,128.5121774610369,-14.740207313628119,0.69576,13.74819,6.83347,760.59457,168.55779,0.2001,87.97448,197.94024,88.57052,10.28455,788.11939,140.37791,0.47402,329.67492,141.27289,757.60049,218.50113,219.23768,219.91864,760.57026,787.43161,818.61161,10.0456,14.45095,48.06751,0.31962,0.78042,0.98656,103.26335,122.7784,139.85096,67.89096
4575858264538245504,52.05717,270.8973166260792,20.826756067815836,0.68387,10.7247,6.88792,2012.0005,55.58805,0.38822,192.58177,328.60055,7.50429,6.51666,2171.38706,52.1403,0.37205,22.63407,147.04575,62.46722,51.99028,52.01936,52.04888,2084.84342,2360.03982,2907.53185,6.30205,6.4895,6.68151,0.32876,0.43059,0.54439,46.25733,50.57873,54.21644,3384.31006
1966145357061832320,86.9313,323.1222278076541,40.13055941096802,0.90527,10.06335,6.96913,1064.0219,98.25227,0.2351,313.56215,308.32301,124.56733,7.42177,1112.94775,95.60239,0.32134,173.88286,131.60377,264.17431,86.85929,86.94617,87.03741,1085.0515,1113.01382,1144.3905,6.78109,7.42735,8.10817,0.12542,0.28365,0.46128,91.19507,95.43628,99.78506,314.45286
209443637811090432,184.65532,84.27613382021786,45.54654183567643,0.67746,13.52743,10.05343,934.73976,95.29004,0.05033,49.43596,202.9978,3.73319,10.18351,922.75873,89.86797,0.25112,294.84164,21.92199,140.89134,184.59947,185.0579,185.51407,897.32842,927.18968,960.28313,9.34753,10.58704,12.4246,0.08758,0.27533,0.56376,82.73886,89.80691,96.63218,120.41928
454466608608785664,133.84097,41.90731722095619,55.626569439558246,0.84749,10.98908,4.01909,1117.53926,138.47318,0.20697,46.92558,14.96545,19.352,6.14231,1112.19334,106.03962,0.23041,82.84262,15.9081,156.8799,133.49037,133.74026,133.97749,1075.56709,1121.34497,1176.93179,5.39542,6.55494,9.39805,0.11018,0.38542,0.86426,97.42383,106.12204,115.78821,78.63786
578964516374518656,181.80684,138.40742302392303,3.73412396536591,0.4361,15.55737,12.34945,1831.94829,79.40438,0.01841,281.4244,179.50789,92.38854,12.67774,1458.44915,89.77588,0.68409,15.84785,178.16602,483.4854,182.37109,183.41613,184.4202,1404.93222,1482.75924,1600.44371,17.01194,71.10688,1859.56346,0.91472,0.99867,0.99999,81.49967,89.75243,95.04464,68.23129
917276307141838592,189.14129,130.66910807862743,44.972179300469264,0.72704,13.04417,8.15084,658.72803,79.11525,0.22998,231.84216,228.19857,12.97799,11.0986,626.08982,66.67814,0.61893,128.70983,46.93816,173.7358,189.03766,189.53934,190.02616,611.31488,626.02296,642.55339,10.618,22.08573,95.08643,0.48155,0.93234,0.99673,65.21912,79.45815,87.74322,67.90871
5016113818491409664,131.46934,21.300183733226497,-32.862810280157575,0.84704,11.38905,6.1332,641.46231,150.32645,0.40644,344.1095,35.06506,54.52349,9.80223,636.4171,136.21842,0.77127,308.36767,22.86291,635.08792,131.06262,131.27126,131.48448,621.14823,634.19683,646.81023,11.42976,35.18212,151.60973,0.82723,0.98513,0.99907,93.62126,104.01978,125.56899,90.82894
6717646270507287936,198.04849,286.5336090501071,-39.12431880288745,0.67886,13.66782,8.60336,722.72252,77.43348,0.0073,77.68496,349.76177,113.51791,9.22622,730.03303,67.27401,0.57635,142.68629,11.79262,283.57083,196.5865,197.18346,197.786,710.90978,739.33428,777.00743,9.71521,24.06261,115.98923,0.59504,0.97482,0.99892,63.57184,80.00416,87.78193,51.79054
6705766421029529856,135.7585,282.04685807910636,-45.812640985812344,1.16296,9.49016,8.7875,687.04568,117.07321,0.02481,330.96753,327.21471,14.21101,10.32189,694.04238,103.31402,0.31822,148.97188,155.52403,675.00175,135.18942,135.49883,135.79958,677.68882,700.08868,728.97911,9.01165,11.94841,46.35942,0.12895,0.55239,0.99063,92.76246,101.08959,112.8316,80.11255
6737056395974543104,105.35343,281.2941030501702,-31.395760173308314,0.54765,13.39854,7.06083,1505.32787,80.2663,0.02351,182.95479,8.00651,105.20109,7.53072,1519.75144,78.39619,0.33935,159.00105,6.46919,38.42515,105.29249,105.46674,105.64169,1476.84519,1670.78226,2169.47008,7.04204,7.74183,9.09226,0.25648,0.52734,0.81964,73.71467,79.12331,84.37519,342.96816
4731984586351398144,69.01978,57.31215737874985,-54.134244381633565,0.51445,13.39053,5.41479,1474.50306,136.21222,0.02058,129.11032,332.49102,219.9891,5.4053,1507.35182,132.58127,0.11558,3.71603,155.69704,451.94493,68.89074,68.93035,68.96869,1481.94914,1524.38918,1577.62583,5.21283,5.44622,5.68267,0.04475,0.10553,0.1715,128.21073,131.81541,135.63014,982.04485
2926499387311381376,208.17184,99.23643129312039,-22.469324059103254,1.11671,10.93142,10.83962,1319.0769,73.30765,0.01926,108.97101,120.29877,13.6939,10.58941,1333.27298,73.229,0.14121,188.37119,111.0101,300.42271,207.51507,207.97512,208.43529,1287.59445,1344.24901,1418.24279,9.98459,10.73875,11.5669,0.05074,0.15189,0.28531,67.95147,74.28471,80.45483,336.85799
5347214943304915840,166.98269,166.0225597801106,-54.392690006656316,0.9029,11.49833,6.69881,1197.799,64.86936,0.16706,197.6593,135.20392,94.94879,9.29386,1223.78557,40.87026,0.91059,147.95044,156.53963,10.83314,167.0754,167.35224,167.61425,1178.59867,1239.91067,1333.84197,7.9666,20.15342,85.01544,0.80735,0.9869,0.99926,49.28753,69.62057,84.32861,90.63437
3145875291611458304,124.0891,120.90346033146739,7.95828321993571,0.35769,15.46928,6.5377,1430.78079,99.09584,0.45791,40.651,250.43501,205.68369,8.2617,1338.6345,100.04868,0.29669,203.37155,65.46255,139.69809,124.12311,124.58119,125.04308,1289.10811,1349.28766,1425.87809,7.82947,9.68419,24.7295,0.21727,0.62588,0.98609,92.07243,99.09833,107.74758,92.05756
5308980418567260800,146.59124,143.19888417403658,-54.41523459704658,0.7919,12.35782,11.19892,2433.06211,76.55143,0.07848,319.92265,191.35268,58.75608,12.25144,1919.43455,78.14631,0.25009,301.50504,12.57969,916.8908,146.48203,146.70627,146.89529,3034.57761,3758.61388,4469.5841,27.70265,52.03197,85.10894,0.06885,0.20271,0.39084,81.62115,84.56116,86.26945,377.70099
5821085831891639552,87.37559,245.46933124183045,-68.01335167275785,0.54918,12.97927,6.90137,1406.43321,101.63652,0.07304,197.81495,39.05382,221.01111,6.52881,1434.8322,102.81176,0.1775,151.32428,38.18188,62.60369,87.30704,87.39663,87.48531,1397.92418,1437.05128,1484.59171,6.19939,6.52681,6.86548,0.07559,0.17007,0.27564,100.73911,102.88595,105.13818,908.40085
114784860707754880,53.69231,41.94618224485235,26.58443298693343,0.63436,11.20484,10.46456,935.71815,143.95661,0.66443,317.61542,281.55755,103.60348,9.35675,939.83401,156.29496,0.60672,158.17553,118.36518,113.29647,53.7272,53.77705,53.82685,931.50766,939.8816,948.68582,9.02556,10.21171,13.26366,0.54714,0.67238,0.84123,139.09003,148.9269,157.86385,1259.55438
5560815143069509120,103.85445,111.20092150616766,-40.3531283534762,1.11982,9.27764,5.36482,1360.24836,53.89557,0.02534,69.69106,104.51,115.33655,6.08347,1406.54579,58.17135,0.15394,65.22671,112.29555,105.38629,103.51341,103.61263,103.71408,1362.41154,1426.75368,1546.80667,5.58289,6.2024,6.94259,0.06976,0.2161,0.44132,51.3641,59.04193,65.9491,191.1048
2897859621965321728,142.69365,91.83682154597518,-28.728228769306025,0.44173,14.9805,11.31094,787.54253,101.33259,0.39002,237.86667,304.85717,8.2635,12.8525,798.8458,97.3459,0.62258,70.51532,127.29939,14.7396,142.17729,142.51888,142.85881,788.23694,800.98154,811.10148,11.48037,13.81314,21.0096,0.48048,0.67409,0.88126,92.38754,96.38301,101.24011,184.1479
